Lands,Land_location,Land_area,Special_location,Soil_type,Utilities_Availability,Pollution,Land_price
Land_804,Sheikh Zayed,21005.0,Yes,Loam,No,Medium,140000005
Land_805,Sheikh Zayed,21006.0,Yes,Loam,No,Medium,140000006
Land_806,Sheikh Zayed,21007.0,Yes,Loam,No,Medium,140000007
Land_807,Sheikh Zayed,21008.0,Yes,Loam,No,Medium,140000008
Land_808,Sheikh Zayed,21009.0,Yes,Loam,No,Medium,140000009
Land_809,Sheikh Zayed,21010.0,Yes,Loam,No,Medium,140000010
Land_810,Sheikh Zayed,21011.0,Yes,Loam,No,Medium,140000011
Land_811,Sheikh Zayed,21012.0,Yes,Loam,No,Medium,140000012
Land_812,Sheikh Zayed,21013.0,Yes,Loam,No,Medium,140000013
Land_813,Sheikh Zayed,21014.0,Yes,Loam,No,Medium,140000014
Land_814,Sheikh Zayed,21015.0,Yes,Loam,No,Medium,140000015
Land_815,Sheikh Zayed,21016.0,Yes,Loam,No,Medium,140000016
Land_816,Sheikh Zayed,21017.0,Yes,Loam,No,Medium,140000017
Land_817,Sheikh Zayed,21018.0,Yes,Loam,No,Medium,140000018
Land_818,Sheikh Zayed,21019.0,Yes,Loam,No,Medium,140000019
Land_819,Sheikh Zayed,21020.0,Yes,Loam,No,Medium,140000020
Land_820,Sheikh Zayed,740.0,Yes,Loam,No,Medium,37000000
Land_821,Sheikh Zayed,741.0,Yes,Loam,No,Medium,37000001
Land_822,Sheikh Zayed,742.0,Yes,Loam,No,Medium,37000002
Land_823,Sheikh Zayed,743.0,Yes,Loam,No,Medium,37000003
Land_824,Sheikh Zayed,744.0,Yes,Loam,No,Medium,37000004
Land_825,Sheikh Zayed,745.0,Yes,Loam,No,Medium,37000005
Land_826,Sheikh Zayed,746.0,Yes,Loam,No,Medium,37000006
Land_827,Sheikh Zayed,747.0,Yes,Loam,No,Medium,37000007
Land_828,Sheikh Zayed,748.0,Yes,Loam,No,Medium,37000008
Land_829,Sheikh Zayed,749.0,Yes,Loam,No,Medium,37000009
Land_830,Sheikh Zayed,750.0,Yes,Loam,No,Medium,37000010
Land_831,Sheikh Zayed,751.0,Yes,Loam,No,Medium,37000011
Land_832,Sheikh Zayed,752.0,Yes,Loam,No,Medium,37000012
Land_833,Sheikh Zayed,753.0,Yes,Loam,No,Medium,37000013
Land_834,Sheikh Zayed,754.0,Yes,Loam,No,Medium,37000014
Land_835,Sheikh Zayed,755.0,Yes,Loam,No,Medium,37000015
Land_836,Sheikh Zayed,756.0,Yes,Loam,No,Medium,37000016
Land_837,Sheikh Zayed,757.0,Yes,Loam,No,Medium,37000017
Land_838,Sheikh Zayed,758.0,Yes,Loam,No,Medium,37000018
Land_839,Sheikh Zayed,759.0,Yes,Loam,No,Medium,37000019
Land_840,Sheikh Zayed,760.0,Yes,Loam,No,Medium,37000020
Land_841,Fifth settlement,326.0,Yes,Gravel,No,Medium,30750000
Land_842,Fifth settlement,327.0,Yes,Gravel,No,Medium,30750001
Land_843,Fifth settlement,328.0,Yes,Gravel,No,Medium,30750002
Land_844,Fifth settlement,329.0,Yes,Gravel,No,Medium,30750003
Land_845,Fifth settlement,330.0,Yes,Gravel,No,Medium,30750004
Land_846,Fifth settlement,331.0,Yes,Gravel,No,Medium,30750005
Land_847,Fifth settlement,332.0,Yes,Gravel,No,Medium,30750006
Land_848,Fifth settlement,333.0,Yes,Gravel,No,Medium,30750007
Land_849,Fifth settlement,334.0,Yes,Gravel,No,Medium,30750008
Land_850,Fifth settlement,335.0,Yes,Gravel,No,Medium,30750009
Land_851,Fifth settlement,336.0,Yes,Gravel,No,Medium,30750010
Land_852,Fifth settlement,337.0,Yes,Gravel,No,Medium,30750011
Land_853,Fifth settlement,338.0,Yes,Gravel,No,Medium,30750012
Land_854,Fifth settlement,339.0,Yes,Gravel,No,Medium,30750013
Land_855,Fifth settlement,340.0,Yes,Gravel,No,Medium,30750014
Land_856,Fifth settlement,341.0,Yes,Gravel,No,Medium,30750015
Land_857,Fifth settlement,342.0,Yes,Gravel,No,Medium,30750016
Land_858,Fifth settlement,343.0,Yes,Gravel,No,Medium,30750017
Land_859,Fifth settlement,344.0,Yes,Gravel,No,Medium,30750018
Land_860,Fifth settlement,345.0,Yes,Gravel,No,Medium,30750019
Land_861,Fifth settlement,346.0,Yes,Gravel,No,Medium,30750020
Land_862,Fifth settlement,212.0,Yes,Clay,Yes,Low,21000000
Land_863,Fifth settlement,213.0,Yes,Clay,Yes,Low,21000001
Land_864,Fifth settlement,214.0,Yes,Clay,Yes,Low,21000002
Land_865,Fifth settlement,215.0,Yes,Clay,Yes,Low,21000003
Land_866,Fifth settlement,216.0,Yes,Clay,Yes,Low,21000004
Land_867,Fifth settlement,217.0,Yes,Clay,Yes,Low,21000005
Land_868,Fifth settlement,218.0,Yes,Clay,Yes,Low,21000006
Land_869,Fifth settlement,219.0,Yes,Clay,Yes,Low,21000007
Land_870,Fifth settlement,220.0,Yes,Clay,Yes,Low,21000008
Land_871,Fifth settlement,221.0,Yes,Clay,Yes,Low,21000009
Land_872,Fifth settlement,222.0,Yes,Clay,Yes,Low,21000010
Land_873,Fifth settlement,223.0,Yes,Clay,Yes,Low,21000011
Land_874,Fifth settlement,224.0,Yes,Clay,Yes,Low,21000012
Land_875,Fifth settlement,225.0,Yes,Clay,Yes,Low,21000013
Land_876,Fifth settlement,226.0,Yes,Clay,Yes,Low,21000014
Land_877,Fifth settlement,227.0,Yes,Clay,Yes,Low,21000015
Land_878,Fifth settlement,228.0,Yes,Clay,Yes,Low,21000016
Land_879,Fifth settlement,229.0,Yes,Clay,Yes,Low,21000017
Land_880,Fifth settlement,230.0,Yes,Clay,Yes,Low,21000018
Land_881,Fifth settlement,231.0,Yes,Clay,Yes,Low,21000019
Land_882,Fifth settlement,232.0,Yes,Clay,Yes,Low,21000020
Land_883,Fifth settlement,236.0,Yes,Loam,Yes,Low,25000000
Land_884,Fifth settlement,237.0,Yes,Loam,Yes,Low,25000001
Land_885,Fifth settlement,238.0,Yes,Loam,Yes,Low,25000002
Land_886,Fifth settlement,239.0,Yes,Loam,Yes,Low,25000003
Land_887,Fifth settlement,240.0,Yes,Loam,Yes,Low,25000004
Land_888,Fifth settlement,241.0,Yes,Loam,Yes,Low,25000005
Land_889,Fifth settlement,242.0,Yes,Loam,Yes,Low,25000006
Land_890,Fifth settlement,243.0,Yes,Loam,Yes,Low,25000007
Land_891,Fifth settlement,244.0,Yes,Loam,Yes,Low,25000008
Land_892,Fifth settlement,245.0,Yes,Loam,Yes,Low,25000009
Land_893,Fifth settlement,246.0,Yes,Loam,Yes,Low,25000010
Land_894,Fifth settlement,247.0,Yes,Loam,Yes,Low,25000011
Land_895,Fifth settlement,248.0,Yes,Loam,Yes,Low,25000012
Land_896,Fifth settlement,249.0,Yes,Loam,Yes,Low,25000013
Land_897,Fifth settlement,250.0,Yes,Loam,Yes,Low,25000014
Land_898,Fifth settlement,251.0,Yes,Loam,Yes,Low,25000015
Land_899,Fifth settlement,252.0,Yes,Loam,Yes,Low,25000016
Land_900,Fifth settlement,253.0,Yes,Loam,Yes,Low,25000017
Land_901,Fifth settlement,254.0,Yes,Loam,Yes,Low,25000018
Land_902,Fifth settlement,255.0,Yes,Loam,Yes,Low,25000019
Land_903,Fifth settlement,256.0,Yes,Loam,Yes,Low,25000020
Land_904,Fifth settlement,280.0,No,Clay,No,Low,27500000
Land_905,Fifth settlement,281.0,No,Clay,No,Low,27500001
Land_906,Fifth settlement,282.0,No,Clay,No,Low,27500002
Land_907,Fifth settlement,283.0,No,Clay,No,Low,27500003
Land_908,Fifth settlement,284.0,No,Clay,No,Low,27500004
Land_909,Fifth settlement,285.0,No,Clay,No,Low,27500005
Land_910,Fifth settlement,286.0,No,Clay,No,Low,27500006
Land_911,Fifth settlement,287.0,No,Clay,No,Low,27500007
Land_912,Fifth settlement,288.0,No,Clay,No,Low,27500008
Land_913,Fifth settlement,289.0,No,Clay,No,Low,27500009
Land_914,Fifth settlement,290.0,No,Clay,No,Low,27500010
Land_915,Fifth settlement,291.0,No,Clay,No,Low,27500011
Land_916,Fifth settlement,292.0,No,Clay,No,Low,27500012
Land_917,Fifth settlement,293.0,No,Clay,No,Low,27500013
Land_918,Fifth settlement,294.0,No,Clay,No,Low,27500014
Land_919,Fifth settlement,295.0,No,Clay,No,Low,27500015
Land_920,Fifth settlement,296.0,No,Clay,No,Low,27500016
Land_921,Fifth settlement,297.0,No,Clay,No,Low,27500017
Land_922,Fifth settlement,298.0,No,Clay,No,Low,27500018
Land_923,Fifth settlement,299.0,No,Clay,No,Low,27500019
Land_924,Fifth settlement,300.0,No,Clay,No,Low,27500020
Land_925,Fifth settlement,432.0,No,Clay,Yes,Medium,10000000
Land_926,Fifth settlement,433.0,No,Clay,Yes,Medium,10000001
Land_927,Fifth settlement,434.0,No,Clay,Yes,Medium,10000002
Land_928,Fifth settlement,435.0,No,Clay,Yes,Medium,10000003
Land_929,Fifth settlement,436.0,No,Clay,Yes,Medium,10000004
Land_930,Fifth settlement,437.0,No,Clay,Yes,Medium,10000005
Land_931,Fifth settlement,438.0,No,Clay,Yes,Medium,10000006
Land_932,Fifth settlement,439.0,No,Clay,Yes,Medium,10000007
Land_933,Fifth settlement,440.0,No,Clay,Yes,Medium,10000008
Land_934,Fifth settlement,441.0,No,Clay,Yes,Medium,10000009
Land_935,Fifth settlement,442.0,No,Clay,Yes,Medium,10000010
Land_936,Fifth settlement,443.0,No,Clay,Yes,Medium,10000011
Land_937,Fifth settlement,444.0,No,Clay,Yes,Medium,10000012
Land_938,Fifth settlement,445.0,No,Clay,Yes,Medium,10000013
Land_939,Fifth settlement,446.0,No,Clay,Yes,Medium,10000014
Land_940,Fifth settlement,447.0,No,Clay,Yes,Medium,10000015
Land_941,Fifth settlement,448.0,No,Clay,Yes,Medium,10000016
Land_942,Fifth settlement,449.0,No,Clay,Yes,Medium,10000017
Land_943,Fifth settlement,450.0,No,Clay,Yes,Medium,10000018
Land_944,Fifth settlement,451.0,No,Clay,Yes,Medium,10000019
Land_945,Fifth settlement,452.0,No,Clay,Yes,Medium,10000020
Land_946,Fifth settlement,215.0,No,Clay,No,Medium,9990000
Land_947,Fifth settlement,216.0,No,Clay,No,Medium,9990001
Land_948,Fifth settlement,217.0,No,Clay,No,Medium,9990002
Land_949,Fifth settlement,218.0,No,Clay,No,Medium,9990003
Land_950,Fifth settlement,219.0,No,Clay,No,Medium,9990004
Land_951,Fifth settlement,220.0,No,Clay,No,Medium,9990005
Land_952,Fifth settlement,221.0,No,Clay,No,Medium,9990006
Land_953,Fifth settlement,222.0,No,Clay,No,Medium,9990007
Land_954,Fifth settlement,223.0,No,Clay,No,Medium,9990008
Land_955,Fifth settlement,224.0,No,Clay,No,Medium,9990009
Land_956,Fifth settlement,225.0,No,Clay,No,Medium,9990010
Land_957,Fifth settlement,226.0,No,Clay,No,Medium,9990011
Land_958,Fifth settlement,227.0,No,Clay,No,Medium,9990012
Land_959,Fifth settlement,228.0,No,Clay,No,Medium,9990013
Land_960,Fifth settlement,229.0,No,Clay,No,Medium,9990014
Land_961,Fifth settlement,230.0,No,Clay,No,Medium,9990015
Land_962,Fifth settlement,231.0,No,Clay,No,Medium,9990016
Land_963,Fifth settlement,232.0,No,Clay,No,Medium,9990017
Land_964,Fifth settlement,233.0,No,Clay,No,Medium,9990018
Land_965,Fifth settlement,234.0,No,Clay,No,Medium,9990019
Land_966,Fifth settlement,235.0,No,Clay,No,Medium,9990020
Land_967,Fifth settlement,259.0,Yes,Gravel,No,Medium,8750000
Land_968,Fifth settlement,260.0,Yes,Gravel,No,Medium,8750001
Land_969,Fifth settlement,261.0,Yes,Gravel,No,Medium,8750002
Land_970,Fifth settlement,262.0,Yes,Gravel,No,Medium,8750003
Land_971,Fifth settlement,263.0,Yes,Gravel,No,Medium,8750004
Land_972,Fifth settlement,264.0,Yes,Gravel,No,Medium,8750005
Land_973,Fifth settlement,265.0,Yes,Gravel,No,Medium,8750006
Land_974,Fifth settlement,266.0,Yes,Gravel,No,Medium,8750007
Land_975,Fifth settlement,267.0,Yes,Gravel,No,Medium,8750008
Land_976,Fifth settlement,268.0,Yes,Gravel,No,Medium,8750009
Land_977,Fifth settlement,269.0,Yes,Gravel,No,Medium,8750010
Land_978,Fifth settlement,270.0,Yes,Gravel,No,Medium,8750011
Land_979,Fifth settlement,271.0,Yes,Gravel,No,Medium,8750012
Land_980,Fifth settlement,272.0,Yes,Gravel,No,Medium,8750013
Land_981,Fifth settlement,273.0,Yes,Gravel,No,Medium,8750014
Land_982,Fifth settlement,274.0,Yes,Gravel,No,Medium,8750015
Land_983,Fifth settlement,275.0,Yes,Gravel,No,Medium,8750016
Land_984,Fifth settlement,276.0,Yes,Gravel,No,Medium,8750017
Land_985,Fifth settlement,277.0,Yes,Gravel,No,Medium,8750018
Land_986,Fifth settlement,278.0,Yes,Gravel,No,Medium,8750019
Land_987,Fifth settlement,279.0,Yes,Gravel,No,Medium,8750020
Land_988,Fifth settlement,244.0,Yes,Gravel,Yes,Low,55000000
Land_989,Fifth settlement,245.0,Yes,Gravel,Yes,Low,55000001
Land_990,Fifth settlement,246.0,Yes,Gravel,Yes,Low,55000002
Land_991,Fifth settlement,247.0,Yes,Gravel,Yes,Low,55000003
Land_992,Fifth settlement,248.0,Yes,Gravel,Yes,Low,55000004
Land_993,Fifth settlement,249.0,Yes,Gravel,Yes,Low,55000005
Land_994,Fifth settlement,250.0,Yes,Gravel,Yes,Low,55000006
Land_995,Fifth settlement,251.0,Yes,Gravel,Yes,Low,55000007
Land_996,Fifth settlement,252.0,Yes,Gravel,Yes,Low,55000008
Land_997,Fifth settlement,253.0,Yes,Gravel,Yes,Low,55000009
Land_998,Fifth settlement,254.0,Yes,Gravel,Yes,Low,55000010
Land_999,Fifth settlement,255.0,Yes,Gravel,Yes,Low,55000011
Land_1000,Fifth settlement,256.0,Yes,Gravel,Yes,Low,55000012
Land_1001,Fifth settlement,257.0,Yes,Gravel,Yes,Low,55000013
Land_1002,Fifth settlement,258.0,Yes,Gravel,Yes,Low,55000014
Land_1003,Fifth settlement,259.0,Yes,Gravel,Yes,Low,55000015
Land_1004,Fifth settlement,260.0,Yes,Gravel,Yes,Low,55000016
Land_1005,Fifth settlement,261.0,Yes,Gravel,Yes,Low,55000017
Land_1006,Fifth settlement,262.0,Yes,Gravel,Yes,Low,55000018
Land_1007,Fifth settlement,263.0,Yes,Gravel,Yes,Low,55000019
Land_1008,Fifth settlement,264.0,Yes,Gravel,Yes,Low,55000020
Land_1009,Fifth settlement,160.0,No,Clay,No,Low,14000000
Land_1010,Fifth settlement,161.0,No,Clay,No,Low,14000001
Land_1011,Fifth settlement,162.0,No,Clay,No,Low,14000002
Land_1012,Fifth settlement,163.0,No,Clay,No,Low,14000003
Land_1013,Fifth settlement,164.0,No,Clay,No,Low,14000004
Land_1014,Fifth settlement,165.0,No,Clay,No,Low,14000005
Land_1015,Fifth settlement,166.0,No,Clay,No,Low,14000006
Land_1016,Fifth settlement,167.0,No,Clay,No,Low,14000007
Land_1017,Fifth settlement,168.0,No,Clay,No,Low,14000008
Land_1018,Fifth settlement,169.0,No,Clay,No,Low,14000009
Land_1019,Fifth settlement,170.0,No,Clay,No,Low,14000010
Land_1020,Fifth settlement,171.0,No,Clay,No,Low,14000011
Land_1021,Fifth settlement,172.0,No,Clay,No,Low,14000012
Land_1022,Fifth settlement,173.0,No,Clay,No,Low,14000013
Land_1023,Fifth settlement,174.0,No,Clay,No,Low,14000014
Land_1024,Fifth settlement,175.0,No,Clay,No,Low,14000015
Land_1025,Fifth settlement,176.0,No,Clay,No,Low,14000016
Land_1026,Fifth settlement,177.0,No,Clay,No,Low,14000017
Land_1027,Fifth settlement,178.0,No,Clay,No,Low,14000018
Land_1028,Fifth settlement,179.0,No,Clay,No,Low,14000019
Land_1029,Fifth settlement,180.0,No,Clay,No,Low,14000020
Land_1030,Fifth settlement,700.0,Yes,Loam,Yes,Medium,55000000
Land_1031,Fifth settlement,701.0,Yes,Loam,Yes,Medium,55000001
Land_1032,Fifth settlement,702.0,Yes,Loam,Yes,Medium,55000002
Land_1033,Fifth settlement,703.0,Yes,Loam,Yes,Medium,55000003
Land_1034,Fifth settlement,704.0,Yes,Loam,Yes,Medium,55000004
Land_1035,Fifth settlement,705.0,Yes,Loam,Yes,Medium,55000005
Land_1036,Fifth settlement,706.0,Yes,Loam,Yes,Medium,55000006
Land_1037,Fifth settlement,707.0,Yes,Loam,Yes,Medium,55000007
Land_1038,Fifth settlement,708.0,Yes,Loam,Yes,Medium,55000008
Land_1039,Fifth settlement,709.0,Yes,Loam,Yes,Medium,55000009
Land_1040,Fifth settlement,710.0,Yes,Loam,Yes,Medium,55000010
Land_1041,Fifth settlement,711.0,Yes,Loam,Yes,Medium,55000011
Land_1042,Fifth settlement,712.0,Yes,Loam,Yes,Medium,55000012
Land_1043,Fifth settlement,713.0,Yes,Loam,Yes,Medium,55000013
Land_1044,Fifth settlement,714.0,Yes,Loam,Yes,Medium,55000014
Land_1045,Fifth settlement,715.0,Yes,Loam,Yes,Medium,55000015
Land_1046,Fifth settlement,716.0,Yes,Loam,Yes,Medium,55000016
Land_1047,Fifth settlement,717.0,Yes,Loam,Yes,Medium,55000017
Land_1048,Fifth settlement,718.0,Yes,Loam,Yes,Medium,55000018
Land_1049,Fifth settlement,719.0,Yes,Loam,Yes,Medium,55000019
Land_1050,Fifth settlement,720.0,Yes,Loam,Yes,Medium,55000020
Land_1051,Fifth settlement,370.0,Yes,Loam,No,High,80000000
Land_1052,Fifth settlement,371.0,Yes,Loam,No,High,80000001
Land_1053,Fifth settlement,372.0,Yes,Loam,No,High,80000002
Land_1054,Fifth settlement,373.0,Yes,Loam,No,High,80000003
Land_1055,Fifth settlement,374.0,Yes,Loam,No,High,80000004
Land_1056,Fifth settlement,375.0,Yes,Loam,No,High,80000005
Land_1057,Fifth settlement,376.0,Yes,Loam,No,High,80000006
Land_1058,Fifth settlement,377.0,Yes,Loam,No,High,80000007
Land_1059,Fifth settlement,378.0,Yes,Loam,No,High,80000008
Land_1060,Fifth settlement,379.0,Yes,Loam,No,High,80000009
Land_1061,Fifth settlement,380.0,Yes,Loam,No,High,80000010
Land_1062,Fifth settlement,381.0,Yes,Loam,No,High,80000011
Land_1063,Fifth settlement,382.0,Yes,Loam,No,High,80000012
Land_1064,Fifth settlement,383.0,Yes,Loam,No,High,80000013
Land_1065,Fifth settlement,384.0,Yes,Loam,No,High,80000014
Land_1066,Fifth settlement,385.0,Yes,Loam,No,High,80000015
Land_1067,Fifth settlement,386.0,Yes,Loam,No,High,80000016
Land_1068,Fifth settlement,387.0,Yes,Loam,No,High,80000017
Land_1069,Fifth settlement,388.0,Yes,Loam,No,High,80000018
Land_1070,Fifth settlement,389.0,Yes,Loam,No,High,80000019
Land_1071,Fifth settlement,390.0,Yes,Loam,No,High,80000020
Land_1072,Fifth settlement,160.0,No,Clay,Yes,High,11600000
Land_1073,Fifth settlement,161.0,No,Clay,Yes,High,11600001
Land_1074,Fifth settlement,162.0,No,Clay,Yes,High,11600002
Land_1075,Fifth settlement,163.0,No,Clay,Yes,High,11600003
Land_1076,Fifth settlement,164.0,No,Clay,Yes,High,11600004
Land_1077,Fifth settlement,165.0,No,Clay,Yes,High,11600005
Land_1078,Fifth settlement,166.0,No,Clay,Yes,High,11600006
Land_1079,Fifth settlement,167.0,No,Clay,Yes,High,11600007
Land_1080,Fifth settlement,168.0,No,Clay,Yes,High,11600008
Land_1081,Fifth settlement,169.0,No,Clay,Yes,High,11600009
Land_1082,Fifth settlement,170.0,No,Clay,Yes,High,11600010
Land_1083,Fifth settlement,171.0,No,Clay,Yes,High,11600011
Land_1084,Fifth settlement,172.0,No,Clay,Yes,High,11600012
Land_1085,Fifth settlement,173.0,No,Clay,Yes,High,11600013
Land_1086,Fifth settlement,174.0,No,Clay,Yes,High,11600014
Land_1087,Fifth settlement,175.0,No,Clay,Yes,High,11600015
Land_1088,Fifth settlement,176.0,No,Clay,Yes,High,11600016
Land_1089,Fifth settlement,177.0,No,Clay,Yes,High,11600017
Land_1090,Fifth settlement,178.0,No,Clay,Yes,High,11600018
Land_1091,Fifth settlement,179.0,No,Clay,Yes,High,11600019
Land_1092,Fifth settlement,180.0,No,Clay,Yes,High,11600020
Land_1093,Fifth settlement,143.0,No,Clay,Yes,Low,8700000
Land_1094,Fifth settlement,144.0,No,Clay,Yes,Low,8700001
Land_1095,Fifth settlement,145.0,No,Clay,Yes,Low,8700002
Land_1096,Fifth settlement,146.0,No,Clay,Yes,Low,8700003
Land_1097,Fifth settlement,147.0,No,Clay,Yes,Low,8700004
Land_1098,Fifth settlement,148.0,No,Clay,Yes,Low,8700005
Land_1099,Fifth settlement,149.0,No,Clay,Yes,Low,8700006
Land_1100,Fifth settlement,150.0,No,Clay,Yes,Low,8700007
Land_1101,Fifth settlement,151.0,No,Clay,Yes,Low,8700008
Land_1102,Fifth settlement,152.0,No,Clay,Yes,Low,8700009
Land_1103,Fifth settlement,153.0,No,Clay,Yes,Low,8700010
Land_1104,Fifth settlement,154.0,No,Clay,Yes,Low,8700011
Land_1105,Fifth settlement,155.0,No,Clay,Yes,Low,8700012
Land_1106,Fifth settlement,156.0,No,Clay,Yes,Low,8700013
Land_1107,Fifth settlement,157.0,No,Clay,Yes,Low,8700014
Land_1108,Fifth settlement,158.0,No,Clay,Yes,Low,8700015
Land_1109,Fifth settlement,159.0,No,Clay,Yes,Low,8700016
Land_1110,Fifth settlement,160.0,No,Clay,Yes,Low,8700017
Land_1111,Fifth settlement,161.0,No,Clay,Yes,Low,8700018
Land_1112,Fifth settlement,162.0,No,Clay,Yes,Low,8700019
Land_1113,Fifth settlement,163.0,No,Clay,Yes,Low,8700020
Land_1114,Fifth settlement,255.0,No,Clay,Yes,Low,6500000
Land_1115,Fifth settlement,256.0,No,Clay,Yes,Low,6500001
Land_1116,Fifth settlement,257.0,No,Clay,Yes,Low,6500002
Land_1117,Fifth settlement,258.0,No,Clay,Yes,Low,6500003
Land_1118,Fifth settlement,259.0,No,Clay,Yes,Low,6500004
Land_1119,Fifth settlement,260.0,No,Clay,Yes,Low,6500005
Land_1120,Fifth settlement,261.0,No,Clay,Yes,Low,6500006
Land_1121,Fifth settlement,262.0,No,Clay,Yes,Low,6500007
Land_1122,Fifth settlement,263.0,No,Clay,Yes,Low,6500008
Land_1123,Fifth settlement,264.0,No,Clay,Yes,Low,6500009
Land_1124,Fifth settlement,265.0,No,Clay,Yes,Low,6500010
Land_1125,Fifth settlement,266.0,No,Clay,Yes,Low,6500011
Land_1126,Fifth settlement,267.0,No,Clay,Yes,Low,6500012
Land_1127,Fifth settlement,268.0,No,Clay,Yes,Low,6500013
Land_1128,Fifth settlement,269.0,No,Clay,Yes,Low,6500014
Land_1129,Fifth settlement,270.0,No,Clay,Yes,Low,6500015
Land_1130,Fifth settlement,271.0,No,Clay,Yes,Low,6500016
Land_1131,Fifth settlement,272.0,No,Clay,Yes,Low,6500017
Land_1132,Fifth settlement,273.0,No,Clay,Yes,Low,6500018
Land_1133,Fifth settlement,274.0,No,Clay,Yes,Low,6500019
Land_1134,Fifth settlement,275.0,No,Clay,Yes,Low,6500020
Land_1135,Fifth settlement,758.0,Yes,Loam,No,Medium,65000000
Land_1136,Fifth settlement,759.0,Yes,Loam,No,Medium,65000001
Land_1137,Fifth settlement,760.0,Yes,Loam,No,Medium,65000002
Land_1138,Fifth settlement,761.0,Yes,Loam,No,Medium,65000003
Land_1139,Fifth settlement,762.0,Yes,Loam,No,Medium,65000004
Land_1140,Fifth settlement,763.0,Yes,Loam,No,Medium,65000005
Land_1141,Fifth settlement,764.0,Yes,Loam,No,Medium,65000006
Land_1142,Fifth settlement,765.0,Yes,Loam,No,Medium,65000007
Land_1143,Fifth settlement,766.0,Yes,Loam,No,Medium,65000008
Land_1144,Fifth settlement,767.0,Yes,Loam,No,Medium,65000009
Land_1145,Fifth settlement,768.0,Yes,Loam,No,Medium,65000010
Land_1146,Fifth settlement,769.0,Yes,Loam,No,Medium,65000011
Land_1147,Fifth settlement,770.0,Yes,Loam,No,Medium,65000012
Land_1148,Fifth settlement,771.0,Yes,Loam,No,Medium,65000013
Land_1149,Fifth settlement,772.0,Yes,Loam,No,Medium,65000014
Land_1150,Fifth settlement,773.0,Yes,Loam,No,Medium,65000015
Land_1151,Fifth settlement,774.0,Yes,Loam,No,Medium,65000016
Land_1152,Fifth settlement,775.0,Yes,Loam,No,Medium,65000017
Land_1153,Fifth settlement,776.0,Yes,Loam,No,Medium,65000018
Land_1154,Fifth settlement,777.0,Yes,Loam,No,Medium,65000019
Land_1155,Fifth settlement,778.0,Yes,Loam,No,Medium,65000020
Land_1156,Fifth settlement,230.0,No,Clay,No,Medium,12000000
Land_1157,Fifth settlement,231.0,No,Clay,No,Medium,12000001
Land_1158,Fifth settlement,232.0,No,Clay,No,Medium,12000002
Land_1159,Fifth settlement,233.0,No,Clay,No,Medium,12000003
Land_1160,Fifth settlement,234.0,No,Clay,No,Medium,12000004
Land_1161,Fifth settlement,235.0,No,Clay,No,Medium,12000005
Land_1162,Fifth settlement,236.0,No,Clay,No,Medium,12000006
Land_1163,Fifth settlement,237.0,No,Clay,No,Medium,12000007
Land_1164,Fifth settlement,238.0,No,Clay,No,Medium,12000008
Land_1165,Fifth settlement,239.0,No,Clay,No,Medium,12000009
Land_1166,Fifth settlement,240.0,No,Clay,No,Medium,12000010
Land_1167,Fifth settlement,241.0,No,Clay,No,Medium,12000011
Land_1168,Fifth settlement,242.0,No,Clay,No,Medium,12000012
Land_1169,Fifth settlement,243.0,No,Clay,No,Medium,12000013
Land_1170,Fifth settlement,244.0,No,Clay,No,Medium,12000014
Land_1171,Fifth settlement,245.0,No,Clay,No,Medium,12000015
Land_1172,Fifth settlement,246.0,No,Clay,No,Medium,12000016
Land_1173,Fifth settlement,247.0,No,Clay,No,Medium,12000017
Land_1174,Fifth settlement,248.0,No,Clay,No,Medium,12000018
Land_1175,Fifth settlement,249.0,No,Clay,No,Medium,12000019
Land_1176,Fifth settlement,250.0,No,Clay,No,Medium,12000020
Land_1177,Fifth settlement,212.0,No,Loam,Yes,Medium,8220000
Land_1178,Fifth settlement,213.0,No,Loam,Yes,Medium,8220001
Land_1179,Fifth settlement,214.0,No,Loam,Yes,Medium,8220002
Land_1180,Fifth settlement,215.0,No,Loam,Yes,Medium,8220003
Land_1181,Fifth settlement,216.0,No,Loam,Yes,Medium,8220004
Land_1182,Fifth settlement,217.0,No,Loam,Yes,Medium,8220005
Land_1183,Fifth settlement,218.0,No,Loam,Yes,Medium,8220006
Land_1184,Fifth settlement,219.0,No,Loam,Yes,Medium,8220007
Land_1185,Fifth settlement,220.0,No,Loam,Yes,Medium,8220008
Land_1186,Fifth settlement,221.0,No,Loam,Yes,Medium,8220009
Land_1187,Fifth settlement,222.0,No,Loam,Yes,Medium,8220010
Land_1188,Fifth settlement,223.0,No,Loam,Yes,Medium,8220011
Land_1189,Fifth settlement,224.0,No,Loam,Yes,Medium,8220012
Land_1190,Fifth settlement,225.0,No,Loam,Yes,Medium,8220013
Land_1191,Fifth settlement,226.0,No,Loam,Yes,Medium,8220014
Land_1192,Fifth settlement,227.0,No,Loam,Yes,Medium,8220015
Land_1193,Fifth settlement,228.0,No,Loam,Yes,Medium,8220016
Land_1194,Fifth settlement,229.0,No,Loam,Yes,Medium,8220017
Land_1195,Fifth settlement,230.0,No,Loam,Yes,Medium,8220018
Land_1196,Fifth settlement,231.0,No,Loam,Yes,Medium,8220019
Land_1197,Fifth settlement,232.0,No,Loam,Yes,Medium,8220020
Land_1198,Fifth settlement,161.0,No,Gravel,Yes,Low,10560000
